Company Size,Industry,Revenue,Location,Employee Turnover Rate,Employee Skillset,Job Openings,Recruitment Budget,Company Age,Growth Rate,Likely to Hire
200,Healthcare,10100000,Stockton,14,Java,22,55000,13,8,Yes
350,Technology,103000000,Anchorage,17,Python,33,81000,10,13,Yes
110,Finance,32000000,Cincinnati,20,Management,27,38000,8,11,Yes
330,Healthcare,8700000,Plano,13,Java,19,49000,13,9,Yes
250,Technology,58000000,Paris,15,Python,20,67000,9,12,Yes
380,Healthcare,9700000,Marseille,12,Java,12,43000,14,9,No
100,Finance,24000000,Lyon,18,SQL,15,48000,6,16,Yes
280,Technology,42000000,Toulouse,14,C++,25,74000,10,14,Yes
140,Finance,18000000,Nice,17,Management,18,29000,8,10,Yes
310,Healthcare,8000000,Nantes,19,Python,10,42000,13,6,Yes
230,Technology,55000000,Strasbourg,16,JavaScript,22,64000,9,12,Yes
360,Finance,30000000,Montpellier,20,SQL,17,49000,8,13,Yes
180,Healthcare,8500000,Bordeaux,13,Java,11,44000,13,7,No
200,Technology,53000000,Lille,18,Python,24,71000,9,12,Yes
330,Healthcare,9000000,Rennes,11,Java,13,45000,13,9,Yes
270,Technology,45000000,Le Havre,15,C++,27,78000,10,15,Yes
150,Finance,22000000,Reims,16,Management,19,30000,8,11,Yes
290,Healthcare,7500000,Saint-Étienne,19,Python,12,43000,13,6,Yes
210,Technology,57000000,Toulon,17,JavaScript,25,67000,9,12,Yes
370,Finance,32000000,Grenoble,20,SQL,18,50000,8,13,Yes
190,Healthcare,8700000,Angers,14,Java,14,46000,13,8,No
220,Technology,56000000,Dijon,17,Python,26,73000,10,13,Yes
350,Healthcare,9500000,Villeurbanne,12,Java,15,47000,13,9,No
260,Technology,48000000,Le Mans,15,C++,28,80000,10,15,Yes
170,Finance,20000000,Aix-en-Provence,18,Management,20,31000,8,10,Yes
300,Healthcare,7800000,Brest,21,Python,13,44000,13,7,Yes
250,Technology,60000000,Clermont-Ferrand,16,JavaScript,26,68000,9,12,Yes
380,Finance,33000000,Limoges,19,SQL,19,51000,8,13,Yes
200,Healthcare,9300000,Tours,14,Java,18,50000,13,8,Yes
350,Technology,99000000,Amiens,17,Python,31,79000,10,13,Yes
110,Finance,28000000,Metz,20,Management,23,34000,8,11,Yes
330,Healthcare,8300000,Perpignan,13,Java,18,47000,13,9,No
270,Technology,47000000,Besançon,16,C++,31,86000,10,15,Yes
150,Finance,26000000,Orléans,19,SQL,23,55000,8,13,Yes
290,Healthcare,7700000,Boulogne-Billancourt,22,Python,14,45000,13,7,Yes
210,Technology,59000000,Rouen,17,JavaScript,27,69000,9,12,Yes
370,Finance,34000000,Argenteuil,20,SQL,24,55000,8,13,Yes
190,Healthcare,9500000,Mulhouse,15,Java,19,51000,13,8,No
220,Technology,58000000,Montreuil,18,Python,32,80000,10,13,Yes
350,Healthcare,10100000,Caen,14,Java,20,50000,13,9,No
260,Technology,50000000,Saint-Denis,17,C++,34,92000,10,15,Yes
170,Finance,22000000,Versailles,20,Management,26,35000,8,10,Yes
300,Healthcare,8000000,Nanterre,23,Python,18,51000,13,7,Yes
250,Technology,61000000,Créteil,16,JavaScript,28,70000,9,12,Yes
380,Finance,39000000,Pau,19,SQL,25,56000,8,13,Yes
200,Healthcare,10100000,Colombes,14,Java,22,55000,13,8,No
350,Technology,103000000,Aulnay-sous-Bois,17,Python,33,81000,10,13,Yes
110,Finance,32000000,Asnières-sur-Seine,20,Management,27,38000,8,11,Yes
330,Healthcare,8700000,Rueil-Malmaison,13,Java,19,49000,13,9,No
270,Technology,48000000,Ajaccio,16,C++,35,94000,10,15,Yes
150,Finance,28000000,Nîmes,19,SQL,26,57000,8,13,Yes
290,Healthcare,8300000,Bourges,22,Python,17,49000,13,7,Yes
210,Technology,60000000,Le Tampon,17,JavaScript,29,71000,9,12,Yes
370,Finance,38000000,Dunkerque,20,SQL,27,57000,8,13,Yes
190,Healthcare,9900000,Saint-Quentin-en-Yvelines,15,Java,21,54000,13,8,No
220,Technology,59000000,La Rochelle,18,Python,32,80000,10,13,Yes
350,Healthcare,10100000,Saint-Maur-des-Fossés,14,Java,20,50000,13,9,No
260,Technology,51000000,Calais,17,C++,34,92000,10,15,Yes
170,Finance,23000000,Cannes,20,Management,26,37000,8,10,Yes
300,Healthcare,8000000,Mérignac,23,Python,18,51000,13,7,Yes
250,Technology,62000000,Drancy,16,JavaScript,28,70000,9,12,Yes
380,Finance,39000000,Lorient,19,SQL,25,56000,8,13,Yes
200,Healthcare,10100000,Saint-Nazaire,14,Java,22,55000,13,8,Yes
350,Technology,103000000,Blois,17,Python,33,81000,10,13,Yes
110,Finance,32000000,Saint-Brieuc,20,Management,27,38000,8,11,Yes
330,Healthcare,8700000,Cholet,13,Java,19,49000,13,9,Yes
250,Technology,58000000,London,15,Python,20,67000,9,12,Yes
380,Healthcare,9700000,Berlin,12,Java,12,43000,14,9,Yes
100,Finance,24000000,Paris,18,SQL,15,48000,6,16,Yes
280,Technology,42000000,Madrid,14,C++,25,74000,10,14,Yes
140,Finance,18000000,Amsterdam,17,Management,18,29000,8,10,Yes
310,Healthcare,8000000,Rome,19,Python,10,42000,13,6,Yes
230,Technology,55000000,Stockholm,16,JavaScript,22,64000,9,12,Yes
360,Finance,30000000,Vienna,20,SQL,17,49000,8,13,Yes
180,Healthcare,8500000,Athens,13,Java,11,44000,13,7,Yes
200,Technology,53000000,Copenhagen,18,Python,24,71000,9,12,Yes
330,Healthcare,9000000,Oslo,11,Java,13,45000,13,9,Yes
270,Technology,45000000,Brussels,15,C++,27,78000,10,15,Yes
150,Finance,22000000,Dublin,16,Management,19,30000,8,11,Yes
290,Healthcare,7500000,Budapest,19,Python,12,43000,13,6,Yes
210,Technology,57000000,Prague,17,JavaScript,25,67000,9,12,Yes
370,Finance,32000000,Warsaw,20,SQL,18,50000,8,13,Yes
190,Healthcare,8700000,Lisbon,14,Java,14,46000,13,8,Yes
220,Technology,56000000,Helsinki,17,Python,26,73000,10,13,Yes
350,Healthcare,9500000,Zagreb,12,Java,15,47000,13,9,Yes
260,Technology,48000000,Bucharest,15,C++,28,80000,10,15,Yes
170,Finance,20000000,Bratislava,18,Management,20,31000,8,10,Yes
300,Healthcare,7800000,Luxembourg,21,Python,13,44000,13,7,Yes
250,Technology,60000000,Valletta,16,JavaScript,26,68000,9,12,Yes
380,Finance,33000000,Sofia,19,SQL,19,51000,8,13,Yes
200,Healthcare,9300000,Edinburgh,14,Java,18,50000,13,8,Yes
350,Technology,99000000,Belgrade,17,Python,31,79000,10,13,Yes
110,Finance,28000000,Reykjavik,20,Management,23,34000,8,11,Yes
330,Healthcare,8300000,Bern,13,Java,18,47000,13,9,Yes
270,Technology,47000000,Prishtina,16,C++,31,86000,10,15,Yes
150,Finance,26000000,Ljubljana,19,SQL,23,55000,8,13,Yes
290,Healthcare,7700000,Riga,22,Python,14,45000,13,7,Yes
210,Technology,59000000,Sarajevo,17,JavaScript,27,69000,9,12,Yes
370,Finance,34000000,Ljubljana,20,SQL,24,55000,8,13,Yes
190,Healthcare,9500000,Podgorica,15,Java,19,51000,13,8,Yes
220,Technology,58000000,Skopje,18,Python,32,80000,10,13,Yes
350,Healthcare,10100000,Vilnius,14,Java,20,50000,13,9,Yes
260,Technology,50000000,Tallinn,17,C++,34,92000,10,15,Yes
170,Finance,22000000,Brussels,20,Management,26,35000,8,10,Yes
300,Healthcare,8000000,London,23,Python,18,51000,13,7,Yes
250,Technology,61000000,Paris,16,JavaScript,28,70000,9,12,Yes
380,Finance,39000000,Berlin,19,SQL,25,56000,8,13,Yes
200,Healthcare,10100000,Madrid,14,Java,22,55000,13,8,Yes
350,Technology,103000000,Amsterdam,17,Python,33,81000,10,13,Yes
110,Finance,32000000,Rome,20,Management,27,38000,8,11,Yes
330,Healthcare,8700000,Copenhagen,13,Java,19,49000,13,9,Yes
270,Technology,48000000,Stockholm,16,C++,35,94000,10,15,Yes
150,Finance,28000000,Vienna,19,SQL,26,57000,8,13,Yes
290,Healthcare,8300000,Athens,22,Python,17,49000,13,7,Yes
210,Technology,60000000,Brussels,17,JavaScript,29,71000,9,12,Yes
370,Finance,38000000,Prague,20,SQL,27,57000,8,13,Yes
190,Healthcare,9900000,Lisbon,15,Java,21,54000,13,8,Yes
220,Technology,59000000,Paris,18,Python,32,80000,10,13,Yes
350,Healthcare,10100000,Madrid,14,Java,20,50000,13,9,Yes
260,Technology,51000000,Berlin,17,C++,34,92000,10,15,Yes
170,Finance,23000000,Amsterdam,20,Management,26,37000,8,10,Yes
300,Healthcare,8000000,London,23,Python,18,51000,13,7,Yes
250,Technology,62000000,Paris,16,JavaScript,28,70000,9,12,Yes
380,Finance,39000000,Berlin,19,SQL,25,56000,8,13,Yes
200,Healthcare,10100000,Madrid,14,Java,22,55000,13,8,Yes
350,Technology,103000000,Amsterdam,17,Python,33,81000,10,13,Yes
110,Finance,32000000,Rome,20,Management,27,38000,8,11,Yes
330,Healthcare,8700000,Copenhagen,13,Java,19,49000,13,9,Yes
270,Technology,48000000,Stockholm,16,C++,35,94000,10,15,Yes
150,Finance,28000000,Vienna,19,SQL,26,57000,8,13,Yes
290,Healthcare,8300000,Athens,22,Python,17,49000,13,7,Yes
210,Technology,60000000,Brussels,17,JavaScript,29,71000,9,12,Yes
370,Finance,38000000,Prague,20,SQL,27,57000,8,13,Yes
190,Healthcare,9900000,Lisbon,15,Java,21,54000,13,8,Yes
220,Technology,59000000,Paris,18,Python,32,80000,10,13,Yes
350,Healthcare,10100000,Madrid,14,Java,20,50000,13,9,Yes
260,Technology,51000000,Berlin,17,C++,34,92000,10,15,Yes
170,Finance,23000000,Amsterdam,20,Management,26,37000,8,10,Yes
300,Healthcare,8000000,London,23,Python,18,51000,13,7,Yes
250,Technology,62000000,Paris,16,JavaScript,28,70000,9,12,Yes
380,Finance,39000000,Berlin,19,SQL,25,56000,8,13,Yes
200,Healthcare,10100000,Madrid,14,Java,22,55000,13,8,Yes
350,Technology,103000000,Amsterdam,17,Python,33,81000,10,13,Yes
110,Finance,32000000,Rome,20,Management,27,38000,8,11,Yes
330,Healthcare,8700000,Copenhagen,13,Java,19,49000,13,9,Yes
270,Technology,48000000,Stockholm,16,C++,35,94000,10,15,Yes
150,Finance,28000000,Vienna,19,SQL,26,57000,8,13,Yes
290,Healthcare,8300000,Athens,22,Python,17,49000,13,7,Yes
210,Technology,60000000,Brussels,17,JavaScript,29,71000,9,12,Yes
370,Finance,38000000,Prague,20,SQL,27,57000,8,13,Yes
190,Healthcare,9900000,Lisbon,15,Java,21,54000,13,8,Yes
220,Technology,59000000,Paris,18,Python,32,80000,10,13,Yes
350,Healthcare,10100000,Madrid,14,Java,20,50000,13,9,Yes
260,Technology,51000000,Berlin,17,C++,34,92000,10,15,Yes
170,Finance,23000000,Amsterdam,20,Management,26,37000,8,10,Yes
300,Healthcare,8000000,London,23,Python,18,51000,13,7,Yes
250,Technology,62000000,Paris,16,JavaScript,28,70000,9,12,Yes
380,Finance,39000000,Berlin,19,SQL,25,56000,8,13,Yes
200,Healthcare,10100000,Madrid,14,Java,22,55000,13,8,Yes
350,Technology,103000000,Amsterdam,17,Python,33,81000,10,13,Yes
110,Finance,32000000,Rome,20,Management,27,38000,8,11,Yes
330,Healthcare,8700000,Copenhagen,13,Java,19,49000,13,9,Yes
270,Technology,48000000,Stockholm,16,C++,35,94000,10,15,Yes
150,Finance,28000000,Vienna,19,SQL,26,57000,8,13,Yes
290,Healthcare,8300000,Athens,22,Python,17,49000,13,7,Yes
210,Technology,60000000,Brussels,17,JavaScript,29,71000,9,12,Yes
370,Finance,38000000,Prague,20,SQL,27,57000,8,13,Yes
190,Healthcare,9900000,Lisbon,15,Java,21,54000,13,8,Yes
220,Technology,59000000,Paris,18,Python,32,80000,10,13,Yes
350,Healthcare,10100000,Madrid,14,Java,20,50000,13,9,Yes
260,Technology,51000000,Berlin,17,C++,34,92000,10,15,Yes
170,Finance,23000000,Amsterdam,20,Management,26,37000,8,10,Yes
300,Healthcare,8000000,London,23,Python,18,51000,13,7,Yes
250,Technology,62000000,Paris,16,JavaScript,28,70000,9,12,Yes
380,Finance,39000000,Berlin,19,SQL,25,56000,8,13,Yes
200,Healthcare,10100000,Madrid,14,Java,22,55000,13,8,Yes
350,Technology,103000000,Amsterdam,17,Python,33,81000,10,13,Yes
110,Finance,32000000,Rome,20,Management,27,38000,8,11,Yes
330,Healthcare,8700000,Copenhagen,13,Java,19,49000,13,9,Yes
270,Technology,48000000,Stockholm,16,C++,35,94000,10,15,Yes
150,Finance,28000000,Vienna,19,SQL,26,57000,8,13,Yes
290,Healthcare,8300000,Athens,22,Python,17,49000,13,7,Yes
210,Technology,60000000,Brussels,17,JavaScript,29,71000,9,12,Yes
370,Finance,38000000,Prague,20,SQL,27,57000,8,13,Yes
190,Healthcare,9900000,Lisbon,15,Java,21,54000,13,8,Yes
220,Technology,59000000,Paris,18,Python,32,80000,10,13,Yes
350,Healthcare,10100000,Madrid,14,Java,20,50000,13,9,Yes
260,Technology,51000000,Berlin,17,C++,34,92000,10,15,Yes
170,Finance,23000000,Amsterdam,20,Management,26,37000,8,10,Yes
300,Healthcare,8000000,London,23,Python,18,51000,13,7,Yes
250,Technology,62000000,Paris,16,JavaScript,28,70000,9,12,Yes
380,Finance,39000000,Berlin,19,SQL,25,56000,8,13,Yes
200,Healthcare,10100000,Madrid,14,Java,22,55000,13,8,Yes
350,Technology,103000000,Amsterdam,17,Python,33,81000,10,13,Yes
110,Finance,32000000,Rome,20,Management,27,38000,8,11,Yes
330,Healthcare,8700000,Copenhagen,13,Java,19,49000,13,9,Yes
270,Technology,48000000,Stockholm,16,C++,35,94000,10,15,Yes
150,Finance,28000000,Vienna,19,SQL,26,57000,8,13,Yes
290,Healthcare,8300000,Athens,22,Python,17,49000,13,7,Yes
210,Technology,60000000,Brussels,17,JavaScript,29,71000,9,12,Yes
370,Finance,38000000,Prague,20,SQL,27,57000,8,13,Yes
190,Healthcare,9900000,Lisbon,15,Java,21,54000,13,8,Yes
220,Technology,59000000,Paris,18,Python,32,80000,10,13,Yes
350,Healthcare,10100000,Madrid,14,Java,20,50000,13,9,Yes
260,Technology,51000000,Berlin,17,C++,34,92000,10,15,Yes
170,Finance,23000000,Amsterdam,20,Management,26,37000,8,10,Yes
300,Healthcare,8000000,London,23,Python,18,51000,13,7,Yes
250,Technology,62000000,Paris,16,JavaScript,28,70000,9,12,Yes
380,Finance,39000000,Berlin,19,SQL,25,56000,8,13,Yes
200,Healthcare,10100000,Madrid,14,Java,22,55000,13,8,Yes
350,Technology,103000000,Amsterdam,17,Python,33,81000,10,13,Yes
110,Finance,32000000,Rome,20,Management,27,38000,8,11,Yes
330,Healthcare,8700000,Copenhagen,13,Java,19,49000,13,9,Yes
270,Technology,48000000,Stockholm,16,C++,35,94000,10,15,Yes
150,Finance,28000000,Vienna,19,SQL,26,57000,8,13,Yes
290,Healthcare,8300000,Athens,22,Python,17,49000,13,7,Yes
210,Technology,60000000,Brussels,17,JavaScript,29,71000,9,12,Yes
370,Finance,38000000,Prague,20,SQL,27,57000,8,13,Yes
190,Healthcare,9900000,Lisbon,15,Java,21,54000,13,8,Yes
220,Technology,59000000,Paris,18,Python,32,80000,10,13,Yes
350,Healthcare,10100000,Madrid,14,Java,20,50000,13,9,Yes
260,Technology,51000000,Berlin,17,C++,34,92000,10,15,Yes
170,Finance,23000000,Amsterdam,20,Management,26,37000,8,10,Yes
300,Healthcare,8000000,London,23,Python,18,51000,13,7,Yes
250,Technology,62000000,Paris,16,JavaScript,28,70000,9,12,Yes
380,Finance,39000000,Berlin,19,SQL,25,56000,8,13,Yes
200,Healthcare,10100000,Madrid,14,Java,22,55000,13,8,Yes
350,Technology,103000000,Amsterdam,17,Python,33,81000,10,13,Yes
110,Finance,32000000,Rome,20,Management,27,38000,8,11,Yes
330,Healthcare,8700000,Copenhagen,13,Java,19,49000,13,9,Yes
270,Technology,48000000,Stockholm,16,C++,35,94000,10,15,Yes
150,Finance,28000000,Vienna,19,SQL,26,57000,8,13,Yes
290,Healthcare,8300000,Athens,22,Python,17,49000,13,7,Yes
210,Technology,60000000,Brussels,17,JavaScript,29,71000,9,12,Yes
370,Finance,38000000,Prague,20,SQL,27,57000,8,13,Yes
190,Healthcare,9900000,Lisbon,15,Java,21,54000,13,8,Yes
220,Technology,59000000,Paris,18,Python,32,80000,10,13,Yes
350,Healthcare,10100000,Madrid,14,Java,20,50000,13,9,Yes
260,Technology,51000000,Berlin,17,C++,34,92000,10,15,Yes
170,Finance,23000000,Amsterdam,20,Management,26,37000,8,10,Yes
300,Healthcare,8000000,London,23,Python,18,51000,13,7,Yes
250,Technology,62000000,Paris,16,JavaScript,28,70000,9,12,Yes
380,Finance,39000000,Berlin,19,SQL,25,56000,8,13,Yes
200,Healthcare,10100000,Madrid,14,Java,22,55000,13,8,Yes
350,Technology,103000000,Amsterdam,17,Python,33,81000,10,13,Yes
110,Finance,32000000,Rome,20,Management,27,38000,8,11,Yes
330,Healthcare,8700000,Copenhagen,13,Java,19,49000,13,9,Yes
270,Technology,48000000,Stockholm,16,C++,35,94000,10,15,Yes
150,Finance,28000000,Vienna,19,SQL,26,57000,8,13,Yes
290,Healthcare,8300000,Athens,22,Python,17,49000,13,7,Yes
210,Technology,60000000,Brussels,17,JavaScript,29,71000,9,12,Yes
370,Finance,38000000,Prague,20,SQL,27,57000,8,13,Yes
190,Healthcare,9900000,Lisbon,15,Java,21,54000,13,8,Yes
220,Technology,59000000,Paris,18,Python,32,80000,10,13,Yes
350,Healthcare,10100000,Madrid,14,Java,20,50000,13,9,Yes
260,Technology,51000000,Berlin,17,C++,34,92000,10,15,Yes
170,Finance,23000000,Amsterdam,20,Management,26,37000,8,10,Yes
300,Healthcare,8000000,London,23,Python,18,51000,13,7,Yes
250,Technology,62000000,Paris,16,JavaScript,28,70000,9,12,Yes
380,Finance,39000000,Berlin,19,SQL,25,56000,8,13,Yes
200,Healthcare,10100000,Madrid,14,Java,22,55000,13,8,Yes
350,Technology,103000000,Amsterdam,17,Python,33,81000,10,13,Yes
110,Finance,32000000,Rome,20,Management,27,38000,8,11,Yes
330,Healthcare,8700000,Copenhagen,13,Java,19,49000,13,9,Yes
270,Technology,48000000,Stockholm,16,C++,35,94000,10,15,Yes
150,Finance,28000000,Vienna,19,SQL,26,57000,8,13,Yes
290,Healthcare,8300000,Athens,22,Python,17,49000,13,7,Yes
210,Technology,60000000,Brussels,17,JavaScript,29,71000,9,12,Yes
370,Finance,38000000,Prague,20,SQL,27,57000,8,13,Yes
190,Healthcare,9900000,Lisbon,15,Java,21,54000,13,8,Yes
220,Technology,59000000,Paris,18,Python,32,80000,10,13,Yes
350,Healthcare,10100000,Madrid,14,Java,20,50000,13,9,Yes
260,Technology,51000000,Berlin,17,C++,34,92000,10,15,Yes
170,Finance,23000000,Amsterdam,20,Management,26,37000,8,10,Yes
300,Healthcare,8000000,London,23,Python,18,51000,13,7,Yes
250,Technology,62000000,Paris,16,JavaScript,28,70000,9,12,Yes
380,Finance,39000000,Berlin,19,SQL,25,56000,8,13,Yes
200,Healthcare,10100000,Madrid,14,Java,22,55000,13,8,Yes
350,Technology,103000000,Amsterdam,17,Python,33,81000,10,13,Yes
110,Finance,32000000,Rome,20,Management,27,38000,8,11,Yes
330,Healthcare,8700000,Copenhagen,13,Java,19,49000,13,9,Yes
270,Technology,48000000,Stockholm,16,C++,35,94000,10,15,Yes
150,Finance,28000000,Vienna,19,SQL,26,57000,8,13,Yes
290,Healthcare,8300000,Athens,22,Python,17,49000,13,7,Yes
210,Technology,60000000,Brussels,17,JavaScript,29,71000,9,12,Yes
370,Finance,38000000,Prague,20,SQL,27,57000,8,13,Yes
190,Healthcare,9900000,Lisbon,15,Java,21,54000,13,8,Yes
220,Technology,59000000,Paris,18,Python,32,80000,10,13,Yes
350,Healthcare,10100000,Madrid,14,Java,20,50000,13,9,Yes
260,Technology,51000000,Berlin,17,C++,34,92000,10,15,Yes
170,Finance,23000000,Amsterdam,20,Management,26,37000,8,10,Yes
300,Healthcare,8000000,London,23,Python,18,51000,13,7,Yes
250,Technology,62000000,Paris,16,JavaScript,28,70000,9,12,Yes
380,Finance,39000000,Berlin,19,SQL,25,56000,8,13,Yes
200,Healthcare,10100000,Madrid,14,Java,22,55000,13,8,Yes
350,Technology,103000000,Amsterdam,17,Python,33,81000,10,13,Yes
110,Finance,32000000,Rome,20,Management,27,38000,8,11,Yes
330,Healthcare,8700000,Copenhagen,13,Java,19,49000,13,9,Yes
270,Technology,48000000,Stockholm,16,C++,35,94000,10,15,Yes
150,Finance,28000000,Vienna,19,SQL,26,57000,8,13,Yes
290,Healthcare,8300000,Athens,22,Python,17,49000,13,7,Yes
210,Technology,60000000,Brussels,17,JavaScript,29,71000,9,12,Yes
370,Finance,38000000,Prague,20,SQL,27,57000,8,13,Yes
190,Healthcare,9900000,Lisbon,15,Java,21,54000,13,8,Yes
220,Technology,59000000,Paris,18,Python,32,80000,10,13,Yes
350,Healthcare,10100000,Madrid,14,Java,20,50000,13,9,Yes
260,Technology,51000000,Berlin,17,C++,34,92000,10,15,Yes
170,Finance,23000000,Amsterdam,20,Management,26,37000,8,10,Yes
300,Healthcare,8000000,London,23,Python,18,51000,13,7,Yes
250,Technology,62000000,Paris,16,JavaScript,28,70000,9,12,Yes
380,Finance,39000000,Berlin,19,SQL,25,56000,8,13,Yes
200,Healthcare,10100000,Madrid,14,Java,22,55000,13,8,Yes
350,Technology,103000000,Amsterdam,17,Python,33,81000,10,13,Yes
110,Finance,32000000,Rome,20,Management,27,38000,8,11,Yes
330,Healthcare,8700000,Copenhagen,13,Java,19,49000,13,9,Yes
270,Technology,48000000,Stockholm,16,C++,35,94000,10,15,Yes
150,Finance,28000000,Vienna,19,SQL,26,57000,8,13,Yes
290,Healthcare,8300000,Athens,22,Python,17,49000,13,7,Yes
210,Technology,60000000,Brussels,17,JavaScript,29,71000,9,12,Yes
370,Finance,38000000,Prague,20,SQL,27,57000,8,13,Yes
190,Healthcare,9900000,Lisbon,15,Java,21,54000,13,8,Yes
220,Technology,59000000,Paris,18,Python,32,80000,10,13,Yes
350,Healthcare,10100000,Madrid,14,Java,20,50000,13,9,Yes
260,Technology,51000000,Berlin,17,C++,34,92000,10,15,Yes
170,Finance,23000000,Amsterdam,20,Management,26,37000,8,10,Yes
300,Healthcare,8000000,London,23,Python,18,51000,13,7,Yes
250,Technology,62000000,Paris,16,JavaScript,28,70000,9,12,Yes
380,Finance,39000000,Berlin,19,SQL,25,56000,8,13,Yes
200,Healthcare,10100000,Madrid,14,Java,22,55000,13,8,Yes
350,Technology,103000000,Amsterdam,17,Python,33,81000,10,13,Yes
110,Finance,32000000,Rome,20,Management,27,38000,8,11,Yes
330,Healthcare,8700000,Copenhagen,13,Java,19,49000,13,9,Yes
270,Technology,48000000,Stockholm,16,C++,35,94000,10,15,Yes
150,Finance,28000000,Vienna,19,SQL,26,57000,8,13,Yes
290,Healthcare,8300000,Athens,22,Python,17,49000,13,7,Yes
210,Technology,60000000,Brussels,17,JavaScript,29,71000,9,12,Yes
370,Finance,38000000,Prague,20,SQL,27,57000,8,13,Yes
190,Healthcare,9900000,Lisbon,15,Java,21,54000,13,8,Yes
220,Technology,59000000,Paris,18,Python,32,80000,10,13,Yes
350,Healthcare,10100000,Madrid,14,Java,20,50000,13,9,Yes
260,Technology,51000000,Berlin,17,C++,34,92000,10,15,Yes
170,Finance,23000000,Amsterdam,20,Management,26,37000,8,10,Yes
300,Healthcare,8000000,London,23,Python,18,51000,13,7,Yes
250,Technology,62000000,Paris,16,JavaScript,28,70000,9,12,Yes
380,Finance,39000000,Berlin,19,SQL,25,56000,8,13,Yes
200,Healthcare,10100000,Madrid,14,Java,22,55000,13,8,Yes
350,Technology,103000000,Amsterdam,17,Python,33,81000,10,13,Yes
110,Finance,32000000,Rome,20,Management,27,38000,8,11,Yes
330,Healthcare,8700000,Copenhagen,13,Java,19,49000,13,9,Yes
270,Technology,48000000,Stockholm,16,C++,35,94000,10,15,Yes
150,Finance,28000000,Vienna,19,SQL,26,57000,8,13,Yes
290,Healthcare,8300000,Athens,22,Python,17,49000,13,7,Yes
210,Technology,60000000,Brussels,17,JavaScript,29,71000,9,12,Yes
370,Finance,38000000,Prague,20,SQL,27,57000,8,13,Yes
190,Healthcare,9900000,Lisbon,15,Java,21,54000,13,8,Yes
220,Technology,59000000,Paris,18,Python,32,80000,10,13,Yes
350,Healthcare,10100000,Madrid,14,Java,20,50000,13,9,Yes
260,Technology,51000000,Berlin,17,C++,34,92000,10,15,Yes
170,Finance,23000000,Amsterdam,20,Management,26,37000,8,10,Yes
300,Healthcare,8000000,London,23,Python,18,51000,13,7,Yes
250,Technology,62000000,Paris,16,JavaScript,28,70000,9,12,Yes
380,Finance,39000000,Berlin,19,SQL,25,56000,8,13,Yes
200,Healthcare,10100000,Madrid,14,Java,22,55000,13,8,Yes
350,Technology,103000000,Amsterdam,17,Python,33,81000,10,13,Yes
110,Finance,32000000,Rome,20,Management,27,38000,8,11,Yes
330,Healthcare,8700000,Copenhagen,13,Java,19,49000,13,9,Yes
270,Technology,48000000,Stockholm,16,C++,35,94000,10,15,Yes
150,Finance,28000000,Vienna,19,SQL,26,57000,8,13,Yes
290,Healthcare,8300000,Athens,22,Python,17,49000,13,7,Yes
210,Technology,60000000,Brussels,17,JavaScript,29,71000,9,12,Yes
370,Finance,38000000,Prague,20,SQL,27,57000,8,13,Yes
190,Healthcare,9900000,Lisbon,15,Java,21,54000,13,8,Yes
220,Technology,59000000,Paris,18,Python,32,80000,10,13,Yes
350,Healthcare,10100000,Madrid,14,Java,20,50000,13,9,Yes
260,Technology,51000000,Berlin,17,C++,34,92000,10,15,Yes
170,Finance,23000000,Amsterdam,20,Management,26,37000,8,10,Yes
300,Healthcare,8000000,London,23,Python,18,51000,13,7,Yes
250,Technology,62000000,Paris,16,JavaScript,28,70000,9,12,Yes
380,Finance,39000000,Berlin,19,SQL,25,56000,8,13,Yes
200,Healthcare,10100000,Madrid,14,Java,22,55000,13,8,Yes
350,Technology,103000000,Amsterdam,17,Python,33,81000,10,13,Yes
110,Finance,32000000,Rome,20,Management,27,38000,8,11,Yes
330,Healthcare,8700000,Copenhagen,13,Java,19,49000,13,9,Yes
270,Technology,48000000,Stockholm,16,C++,35,94000,10,15,Yes
150,Finance,28000000,Vienna,19,SQL,26,57000,8,13,Yes
290,Healthcare,8300000,Athens,22,Python,17,49000,13,7,Yes
210,Technology,60000000,Brussels,17,JavaScript,29,71000,9,12,Yes
370,Finance,38000000,Prague,20,SQL,27,57000,8,13,Yes
190,Healthcare,9900000,Lisbon,15,Java,21,54000,13,8,Yes
220,Technology,59000000,Paris,18,Python,32,80000,10,13,Yes
350,Healthcare,10100000,Madrid,14,Java,20,50000,13,9,Yes
260,Technology,51000000,Berlin,17,C++,34,92000,10,15,Yes
170,Finance,23000000,Amsterdam,20,Management,26,37000,8,10,Yes
300,Healthcare,8000000,London,23,Python,18,51000,13,7,Yes
250,Technology,62000000,Paris,16,JavaScript,28,70000,9,12,Yes
380,Finance,39000000,Berlin,19,SQL,25,56000,8,13,Yes
200,Healthcare,10100000,Madrid,14,Java,22,55000,13,8,Yes
350,Technology,103000000,Amsterdam,17,Python,33,81000,10,13,Yes
110,Finance,32000000,Rome,20,Management,27,38000,8,11,Yes
330,Healthcare,8700000,Copenhagen,13,Java,19,49000,13,9,Yes
270,Technology,48000000,Stockholm,16,C++,35,94000,10,15,Yes
150,Finance,28000000,Vienna,19,SQL,26,57000,8,13,Yes
290,Healthcare,8300000,Athens,22,Python,17,49000,13,7,Yes
210,Technology,60000000,Brussels,17,JavaScript,29,71000,9,12,Yes
